Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rainfall_mm_was_missing,Soil_Moisture_pct_was_missing,Yield_Outlier,Yield_Index,Price_Index,Cost_per_ha,Revenue_per_ha,Profit_per_ha,BCR,Loss_Making,Water_per_ha,NPK_total,Rain_Band,Temp_Band,Profit_Robust_Z,Water_Ratio
SF13787,Karnataka,Indore,Pulses,Rabi,14.14,584.1,23.3,41.6,7.7,6.23,17.7,65.9,74.1,155.8,Drip,202.4,4.27,0.96,1.35,19.09,74270,1082822,1417814,334992,4767,4.005,32.9,False,False,False,1.4361702127659577,1.044636515158974,76578.64214992928,100269.73125884017,23691.08910891089,1.309369406975477,False,337.1287128712871,295.8,Mid-high,Cool,0.663504296963095,0.9429544792532959
SF13788,Tamil Nadu,Raichur,Maize,Rabi,3.51,297.4,24.5,60.0,7.3,6.21,20.3,152.1,57.2,63.9,Sprinkler,128.8,3.44,0.68,3.01,10.57,18684,264815,197490,-67325,2183,4.842,48.3,False,False,False,1.056140350877193,0.8906048906048906,75445.86894586895,56264.957264957266,-19180.911680911682,0.7457659120518098,True,621.9373219373219,273.2,Low,Mild,-0.30284383664620096,1.1719108235781597
SF13789,Karnataka,Indore,Sugarcane,Kharif,12.73,497.3,30.1,72.8,6.8,7.31,35.0,108.6,93.2,62.4,Flood,56.1,4.66,0.93,44.2,562.67,3168,812943,1782539,969596,29546,19.044,62.3,False,False,False,0.9202581719758485,0.908256880733945,63860.4084838963,140026.63000785545,76166.22152395915,2.192698627087016,False,2320.9740769835034,264.2,Mid-low,Hot,-0.2952132246085301,1.3802920341127207
SF13790,Andhra Pradesh,Nashik,Cotton,Kharif,4.33,975.7,28.8,82.6,8.6,7.05,30.1,145.7,63.5,116.8,Drip,245.5,4.29,0.67,2.04,8.83,74390,291775,656864,365089,2968,2.975,63.9,False,False,False,1.6451612903225807,1.090898425756876,67384.52655889145,151700.69284064666,84316.1662817552,2.251268957244452,False,685.4503464203233,326.0,High,Warm,1.6200164840680402,0.9575026152469545
SF13791,Tamil Nadu,Indore,Rice,Kharif,13.99,862.0,36.1,70.3,7.8,6.59,29.5,139.1,67.2,112.3,Flood,210.0,3.43,0.67,2.88,40.29,22599,948037,910514,-37523,27502,1.465,62.1,False,False,False,1.170731707317073,1.0251536664474132,67765.33238027162,65083.202287348104,-2682.1300929235167,0.9604203211478033,True,1965.8327376697641,318.6,High,Hot,0.3441412569751783,1.4004061489588135
SF13792,Madhya Pradesh,Nalgonda,Pulses,Rabi,4.23,566.3,24.2,45.2,7.5,7.04,20.2,66.7,84.3,85.5,Sprinkler,250.3,5.78,0.88,1.2,5.08,63164,291711,320873,29162,1476,3.442,47.7,False,False,False,1.2765957446808511,0.8884262938400624,68962.41134751773,75856.50118203308,6894.0898345153655,1.0999688047416794,False,348.93617021276594,236.5,Mid-low,Mild,0.18844789814412558,0.9759801289937572
SF13793,Andhra Pradesh,Nashik,Cotton,Rabi,9.27,355.5,25.6,66.9,10.0,5.9,19.8,142.0,61.6,97.2,Rainfed,193.1,6.66,0.8,0.62,5.75,81785,554437,470264,-84173,3809,1.51,39.5,False,False,False,0.5,1.1993430266235527,59809.816612729235,50729.66558791802,-9080.151024811219,0.8481829315143109,True,410.8953613807983,300.8,Low,Mild,-0.5970394770218177,0.5739779477384647
SF13794,Andhra Pradesh,Ludhiana,Groundnut,Rabi,8.74,181.7,23.4,56.4,7.4,5.79,38.0,125.4,70.5,130.9,Rainfed,269.2,4.24,0.83,0.5,4.37,59414,649057,259639,-389418,1898,2.302,26.8,False,False,False,0.35714285714285715,1.0548330685036085,74262.81464530893,29706.979405034323,-44555.835240274595,0.4000249592870888,True,217.162471395881,326.8,Low,Cool,-1.5294587450218715,0.46506178489702515
SF13795,Gujarat,Ludhiana,Chilli,Kharif,10.43,502.1,28.1,70.8,8.2,7.03,26.3,70.3,65.1,92.7,Flood,172.1,3.75,0.78,2.07,21.59,94890,744205,2048675,1304470,9157,2.358,48.8,False,False,False,1.3311897106109323,0.9213068595562891,71352.34899328859,196421.38063279004,125069.03163950144,2.7528369199346954,False,877.948226270374,228.09999999999997,Mid-low,Warm,0.35757845788120646,1.5057399677067476
SF13796,Maharashtra,Raichur,Groundnut,Zaid,7.34,316.5,32.8,61.9,8.7,5.28,10.3,65.8,61.6,87.3,Drip,172.4,4.04,0.92,0.3,2.2,58083,476557,127783,-348774,3214,0.685,48.1,False,False,False,0.2142857142857143,1.031202563670096,64926.021798365124,17409.128065395096,-47516.89373297003,0.2681379142474038,True,437.87465940054494,214.7,Low,Hot,-1.6128050984452746,0.9377254244393208
SF13797,Gujarat,Warangal,Wheat,Kharif,13.31,805.5,28.2,69.9,6.1,6.66,20.5,112.1,59.0,52.6,Rainfed,192.4,6.48,0.73,2.78,37.0,25946,885632,960002,74370,4598,8.047,48.7,False,False,False,1.255079006772009,1.0877229756639486,66538.84297520661,72126.37114951164,5587.528174305034,1.0839739304812834,False,345.45454545454544,223.7,Mid-high,Warm,0.8214967649187098,0.6780165449839225
SF13798,Madhya Pradesh,Krishna,Groundnut,Rabi,5.02,504.4,22.3,61.3,7.2,7.54,24.4,94.4,49.9,112.0,Flood,123.5,4.01,0.76,0.77,3.87,60341,309831,233520,-76311,2799,1.383,50.7,False,False,False,0.55,1.0712909783313065,61719.32270916335,46517.92828685259,-15201.394422310757,0.7537012113055181,True,557.5697211155378,256.3,Mid-low,Cool,-0.7032050235922512,1.194057002758198
SF13799,Maharashtra,Krishna,Cotton,Zaid,5.01,410.0,29.0,43.5,7.1,5.29,18.4,75.1,39.2,112.7,Flood,211.0,5.15,0.68,0.3,1.5,71174,346537,106761,-239776,5008,0.3,35.1,False,False,False,0.24193548387096772,1.0437371226619154,69169.0618762475,21309.580838323353,-47859.48103792415,0.30807965671775306,True,999.6007984031936,227.0,Mid-low,Warm,-1.5175891009479223,1.3963380187528394
SF13800,Telangana,Nashik,Maize,Kharif,2.06,1161.2,28.2,47.8,7.6,6.75,31.1,143.8,66.1,115.0,Rainfed,126.9,7.06,0.89,3.06,6.3,19852,133363,125068,-8295,686,9.184,48.0,False,False,False,1.0736842105263158,0.9462796129462796,64739.320388349515,60712.621359223296,-4026.6990291262136,0.9378013392020276,True,333.00970873786406,324.9,High,Warm,0.2220731081341125,0.6274871570833999
SF13801,Telangana,Nashik,Pulses,Kharif,13.39,787.0,32.2,62.5,8.1,6.04,29.2,101.5,69.7,147.4,Sprinkler,216.3,5.0,0.98,0.89,11.92,74943,827758,893321,65563,4398,2.71,66.7,False,False,False,0.946808510638298,1.054102522627696,61819.11874533234,66715.53398058252,4896.415235250187,1.0792055165881815,False,328.454070201643,318.6,Mid-high,Hot,0.13194922920712904,0.9186913629746606
SF13802,Punjab,Krishna,Chilli,Kharif,9.02,844.9,24.4,73.1,8.2,7.02,29.6,127.4,56.7,105.9,Sprinkler,209.9,3.16,0.94,2.06,18.58,103645,626301,1925724,1299423,5412,3.433,64.4,False,False,False,1.3247588424437298,1.0063109859701926,69434.70066518847,213494.9002217295,144060.19955654102,3.0747579837809615,False,600.0,290.0,High,Mild,0.5525851560385404,1.0290401570283745
SF13803,Gujarat,Nashik,Pulses,Kharif,5.15,1205.1,26.7,80.9,4.8,6.83,32.0,94.2,63.3,97.9,Flood,184.2,3.32,0.73,0.96,4.94,77998,301432,385310,83878,2932,1.685,68.5,False,False,False,1.0212765957446808,1.0970722890718951,58530.4854368932,74817.47572815533,16286.990291262135,1.2782650813450462,False,569.3203883495145,255.4,High,Mild,0.45409995852428264,1.5923983624894116
SF13804,Tamil Nadu,Nashik,Wheat,Rabi,5.56,601.4,21.2,59.7,7.7,6.13,18.5,170.7,54.0,174.4,Sprinkler,175.6,2.2,0.76,2.48,13.79,28539,285122,393553,108431,2462,5.601,46.4,False,False,False,1.1196388261851016,1.1964281971199195,51280.93525179857,70782.91366906476,19501.97841726619,1.3802968553812052,False,442.8057553956835,399.1,Mid-high,Cool,1.377280988265473,0.8690857663410919
SF13805,Tamil Nadu,Ludhiana,Rice,Kharif,8.42,634.5,23.9,72.5,6.3,6.63,25.4,105.8,64.3,91.0,Sprinkler,180.2,6.17,0.88,4.27,35.95,23824,497499,856473,358974,12947,2.777,38.7,False,False,False,1.735772357723577,1.080723082855134,59085.3919239905,101718.8836104513,42633.49168646081,1.7215572292607624,False,1537.6484560570073,261.1,Mid-high,Cool,1.8327173844430484,1.0953792311708834
SF13806,Gujarat,Nalgonda,Rice,Kharif,14.43,960.7,29.7,75.5,4.9,6.66,34.9,122.0,43.0,96.2,Sprinkler,203.5,5.04,0.83,3.26,47.04,20680,951694,972787,21093,23369,2.013,69.1,False,False,False,1.3252032520325203,0.9381024745401347,65952.46015246016,67414.20651420651,1461.7463617463618,1.022163636631102,False,1619.4733194733194,261.2,High,Hot,0.48026375344292027,1.1536690539366532
SF13807,Maharashtra,Guntur,Cotton,Kharif,0.88,463.7,28.6,68.0,7.2,7.09,20.6,40.0,73.0,122.3,Flood,234.2,6.59,0.89,1.5,1.32,72245,70861,95363,24502,722,1.828,34.8,False,False,False,1.2096774193548387,1.0594428924426065,80523.86363636363,108367.04545454546,27843.18181818182,1.3457755323802938,False,820.4545454545455,235.3,Mid-low,Warm,0.2794522042739204,1.1460893951934055
SF13808,Tamil Nadu,Warangal,Groundnut,Kharif,0.92,720.8,24.9,61.0,7.5,6.66,39.2,132.0,64.6,125.7,Rainfed,156.9,3.83,0.92,2.17,2.0,58725,57027,117450,60423,240,8.333,49.5,False,False,False,1.55,1.0426005983080489,61985.86956521739,127663.04347826086,65677.17391304347,2.0595507391235732,False,260.8695652173913,322.3,Mid-high,Mild,1.5733233724142266,0.5586622073578595
SF13809,Karnataka,Krishna,Rice,Rabi,10.28,586.4,21.7,59.4,8.2,6.17,21.0,121.8,54.1,104.4,Rainfed,280.2,0.56,0.7,2.0,20.56,21382,639170,439614,-199556,8547,2.406,57.4,False,False,False,0.8130081300813008,0.9699471523509265,62176.07003891051,42764.00778210117,-19412.06225680934,0.6877888511663564,True,831.4202334630351,280.3,Mid-high,Cool,-0.20542149104490806,0.5922813192594207
SF13810,Punjab,Krishna,Maize,Rabi,8.29,623.6,24.0,58.6,8.0,7.52,18.3,109.1,92.4,154.1,Rainfed,210.7,2.75,1.0,1.87,15.5,24353,642274,377472,-264802,2300,6.739,45.9,False,False,False,0.656140350877193,1.1608274941608274,77475.75392038602,45533.41375150785,-31942.34016887817,0.5877117865583847,True,277.44270205066346,355.6,Mid-high,Mild,-0.7448786824583048,0.5227827531609528
SF13811,Telangana,Indore,Pulses,Rabi,3.98,711.0,24.9,58.5,8.9,6.62,17.1,102.9,53.7,74.8,Drip,173.7,5.13,0.72,2.03,8.08,70776,285986,571870,285884,1230,6.569,41.7,False,False,False,2.1595744680851063,0.9954920425056085,71855.77889447236,143685.9296482412,71830.15075376884,1.9996433391844357,False,309.04522613065325,231.40000000000003,Mid-high,Mild,2.0249837430204964,0.864404511231908
SF13812,Karnataka,Indore,Rice,Kharif,12.54,1081.8,29.8,73.0,7.4,7.35,38.0,149.0,97.3,91.3,Drip,67.7,5.61,1.0,2.61,32.73,20798,632927,680719,47792,15864,2.063,55.1,False,False,False,1.0609756097560976,0.9434552836308376,50472.64752791069,54283.811802232856,3811.164274322169,1.0755094979357809,False,1265.0717703349283,337.6,High,Hot,0.5574399518658839,0.9012029620339221
SF13813,Karnataka,Ludhiana,Rice,Rabi,9.56,456.0,24.4,68.0,10.2,5.97,22.0,78.1,73.5,74.2,Flood,257.6,5.51,0.82,1.53,14.63,17948,636229,262579,-373650,17869,0.819,42.4,False,False,False,0.6219512195121951,0.8141713352536913,66551.15062761506,27466.42259414226,-39084.7280334728,0.4127114608104943,True,1869.142259414226,225.8,Mid-low,Mild,-0.8516503077069324,1.331526463673213
SF13814,Tamil Nadu,Warangal,Wheat,Kharif,12.68,824.8,29.6,80.2,7.3,6.77,31.8,150.2,56.7,142.8,Sprinkler,125.6,6.4,0.82,3.13,39.69,20730,847567,822774,-24793,6800,5.837,55.3,False,False,False,1.4130925507900678,0.8690548556815562,66842.82334384858,64887.53943217666,-1955.2839116719244,0.9707480352585696,True,536.2776025236593,349.7,Mid-high,Warm,0.520214581012381,1.052541041939179
SF13815,Maharashtra,Rajkot,Maize,Rabi,12.29,427.3,24.8,71.0,9.0,6.86,23.9,141.7,81.4,144.3,Drip,240.9,9.19,0.99,4.3,52.85,24072,1063777,1272205,208428,5976,8.844,33.0,False,False,False,1.5087719298245612,1.1474331474331474,86556.30593978845,103515.45972335232,16959.153783563874,1.1959320421479314,False,486.2489829129374,367.4,Mid-low,Mild,0.9489884547224913,0.9162345238496087
SF13816,Gujarat,Ludhiana,Groundnut,Rabi,14.46,101.3,22.4,57.6,7.3,7.55,23.0,144.4,79.4,95.2,Drip,178.9,3.76,0.98,0.65,9.4,54292,1121592,510345,-611247,5344,1.759,30.3,False,False,False,0.46428571428571436,0.9638973466724663,77565.14522821577,35293.56846473029,-42271.57676348548,0.45501840241371194,True,369.57123098201936,319.0,Low,Cool,-1.4651626107892903,0.7914510054261091
SF13817,Maharashtra,Nashik,Rice,Kharif,10.33,683.6,29.9,63.9,5.7,6.29,31.5,119.3,70.8,77.6,Rainfed,176.7,5.4,0.93,3.13,32.33,22816,706021,737641,31620,10131,3.191,46.5,False,False,False,1.2723577235772356,1.034997391639638,68346.66021297192,71407.64762826718,3060.9874152952566,1.0447862032432462,False,980.7357212003872,267.7,Mid-high,Hot,0.5327973381296577,0.6986496399996865
SF13818,Karnataka,Warangal,Wheat,Zaid,5.0,80.0,31.6,43.9,7.9,6.63,12.5,143.9,69.1,119.0,Sprinkler,139.0,6.15,0.65,2.6,13.0,25504,309480,331552,22072,2370,5.485,28.7,False,False,False,1.1738148984198646,1.0691932001593059,61896.0,66310.4,4414.4,1.0713196329326613,False,474.0,332.0,Low,Hot,0.7746385621253828,0.9303100698805715
SF13819,Andhra Pradesh,Guntur,Rice,Rabi,3.39,536.7,22.8,51.9,6.0,6.34,26.0,123.5,67.3,121.1,Flood,104.2,6.42,0.65,2.83,9.59,21532,238047,206492,-31555,6260,1.532,38.3,False,False,False,1.1504065040650406,0.9767515706865658,70220.35398230088,60912.09439528023,-9308.259587020648,0.8674421437783295,True,1846.6076696165192,311.9,Mid-low,Cool,0.12647905142400123,1.3154734305172078
SF13820,Madhya Pradesh,Erode,Pulses,Rabi,0.85,567.3,23.6,59.1,7.4,8.01,27.8,98.3,45.3,136.3,Rainfed,253.1,2.91,0.92,0.3,0.26,68282,56595,17753,-38842,174,1.494,55.5,False,False,False,0.3191489361702128,0.9604129598503442,66582.35294117648,20885.88235294118,-45696.470588235294,0.31368495450128103,True,204.7058823529412,279.9,Mid-low,Cool,-1.2989298077290223,0.5725656739534395
SF13821,Telangana,Ludhiana,Rice,Zaid,2.44,516.6,34.2,48.1,11.0,6.48,22.9,125.7,70.7,146.1,Sprinkler,149.4,4.96,0.85,3.2,7.81,18921,155073,147773,-7300,3680,2.122,40.6,False,False,False,1.3008130081300815,0.8583093288575382,63554.50819672131,60562.70491803279,-2991.8032786885246,0.9529253964261992,True,1508.1967213114754,342.5,Mid-low,Hot,0.3339687801659463,1.074398610772814
SF13822,Gujarat,Raichur,Rice,Kharif,0.74,733.2,31.5,78.9,7.4,5.92,28.1,128.2,49.2,126.2,Sprinkler,169.7,9.52,0.87,2.22,1.64,20295,47895,33284,-14611,1278,1.283,43.0,False,False,False,0.902439024390244,0.9206378008119939,64722.97297297297,44978.37837837838,-19744.594594594593,0.6949368410063681,True,1727.027027027027,303.59999999999997,Mid-high,Hot,-0.21634486978718995,1.230287410379363
SF13823,Madhya Pradesh,Guntur,Cotton,Kharif,12.37,535.6,29.6,68.8,7.7,6.46,39.3,106.1,66.8,78.6,Flood,196.5,6.75,0.85,1.5,18.56,65711,663991,1219596,555605,11138,1.666,48.6,False,False,False,1.2096774193548387,0.9636244986545244,53677.52627324172,98593.0476960388,44915.521422797094,1.83676585977822,False,900.4042037186742,251.49999999999997,Mid-low,Warm,0.6847179939936786,1.2577707259794888
SF13824,Maharashtra,Ludhiana,Pulses,Kharif,3.77,608.4,27.5,70.4,5.5,5.97,38.8,96.3,79.6,125.2,Flood,107.5,6.09,0.94,0.91,3.43,72247,243907,247807,3900,1715,2.0,51.3,False,False,False,0.9680851063829788,1.0161822311928155,64696.816976127324,65731.29973474801,1034.4827586206895,1.0159897009925913,False,454.9071618037135,301.09999999999997,Mid-high,Warm,0.022725212175333586,1.2723827116766158
SF13825,Gujarat,Rajkot,Wheat,Kharif,6.36,855.4,29.6,72.2,6.5,6.81,31.3,178.0,66.0,83.2,Flood,168.9,1.77,0.83,3.26,20.73,22118,466032,458506,-7526,4933,4.202,58.1,False,False,False,1.471783295711061,0.9272433814744168,73275.47169811321,72092.13836477986,-1183.3333333333333,0.9838508943591856,True,775.62893081761,327.2,High,Warm,0.5510485661970299,1.5223109806546915
SF13826,Maharashtra,Ludhiana,Wheat,Zaid,11.26,453.8,30.5,36.5,9.1,6.38,15.9,93.9,60.0,82.9,Drip,228.9,4.44,0.73,2.55,28.71,24960,823988,716602,-107386,5506,5.214,35.5,False,False,False,1.1512415349887133,1.04638732261513,73178.33037300178,63641.38543516874,-9536.944937833037,0.8696752865332991,True,488.98756660746005,236.8,Mid-low,Hot,0.21738065573854704,0.9597258592010903
SF13827,Gujarat,Erode,Sugarcane,Kharif,8.41,716.5,32.0,78.1,8.2,6.19,26.1,159.5,51.3,107.7,Drip,222.5,5.72,0.78,59.75,502.5,3458,556994,1737645,1180651,12824,39.184,46.9,False,False,False,1.2440141578180304,0.9913990825688074,66229.96432818074,206616.52794292508,140386.56361474434,3.119683515441818,False,1524.8513674197384,318.5,Mid-high,Hot,0.5148739137437415,0.9068348571953112
SF13828,Madhya Pradesh,Nalgonda,Cotton,Kharif,2.95,740.6,28.6,67.5,6.2,7.66,27.0,171.8,36.5,115.6,Flood,188.8,4.58,0.79,0.72,2.12,70736,209199,149960,-59239,2903,0.73,52.7,False,False,False,0.5806451612903225,1.0373140347404002,70914.91525423729,50833.898305084746,-20081.01694915254,0.7168294303510055,True,984.0677966101695,323.9,Mid-high,Warm,-0.8581797026546378,1.374640035934495
SF13829,Gujarat,Erode,Maize,Rabi,10.22,205.1,22.7,58.1,9.3,7.21,17.5,159.2,69.4,69.5,Sprinkler,81.3,4.33,0.71,2.27,23.2,20891,518050,484671,-33379,5657,4.101,31.6,False,False,False,0.7964912280701755,0.9958053291386625,50689.82387475538,47423.77690802348,-3266.046966731898,0.9355679953672426,True,553.5225048923679,298.1,Low,Cool,0.24842084165267475,1.0429974077722801
SF13830,Maharashtra,Erode,Wheat,Zaid,4.35,255.1,34.8,57.9,8.9,8.37,18.2,174.4,54.4,135.0,Flood,93.1,2.38,0.96,0.3,1.3,24173,271988,31425,-240563,3024,0.43,54.8,False,False,False,0.13544018058690746,1.013394260800302,62525.97701149426,7224.137931034484,-55301.83908045977,0.11553818550818419,True,695.1724137931035,363.8,Low,Hot,-1.6106043313415963,1.3644006262761765
SF13831,Gujarat,Rajkot,Chilli,Kharif,11.69,830.2,29.3,70.6,6.3,5.9,34.0,122.9,55.1,104.4,Sprinkler,257.3,7.44,0.73,1.23,14.38,125007,856203,1797601,941398,6812,2.111,45.3,False,False,False,0.7909967845659163,1.2137191125782805,73242.34388366125,153772.54063301967,80530.19674935842,2.0995032720044193,False,582.7202737382378,282.4,Mid-high,Warm,-0.09975893019531179,0.9994042699853559
SF13832,Karnataka,Krishna,Chilli,Zaid,5.35,327.5,29.1,55.5,7.9,6.07,10.3,144.2,43.8,98.9,Flood,300.2,10.1,0.78,1.14,6.1,90487,424338,551971,127633,4335,1.407,23.8,False,False,False,0.7331189710610931,0.8785572115151221,79315.5140186916,103172.14953271029,23856.635514018693,1.300781452521339,False,810.2803738317757,286.9,Low,Warm,-0.6816991298501766,1.3896850718747675
SF13833,Tamil Nadu,Guntur,Wheat,Zaid,4.74,296.7,30.0,45.3,8.8,6.5,18.2,99.3,53.3,139.4,Rainfed,241.9,2.55,0.69,1.83,8.67,24726,366311,214374,-151937,1351,6.417,54.8,False,False,False,0.8261851015801355,1.036577441465613,77280.80168776371,45226.58227848101,-32054.219409282698,0.5852240309463816,True,285.0210970464135,292.0,Low,Hot,-0.6820257660373571,0.5594050563516585
SF13834,Tamil Nadu,Ludhiana,Sugarcane,Rabi,1.38,670.6,27.3,65.8,8.2,7.19,32.3,119.9,68.8,89.9,Sprinkler,264.5,6.98,0.77,56.62,78.14,3370,112068,263332,151264,2292,34.092,50.3,False,False,False,1.178846554236935,0.9661697247706422,81208.69565217392,190820.28985507248,109611.59420289856,2.3497519363243744,False,1660.8695652173915,278.6,Mid-high,Warm,0.12667282212579387,0.9877253922410429
SF13835,Punjab,Warangal,Cotton,Kharif,10.84,854.3,29.3,66.9,5.3,7.4,24.4,128.2,31.7,78.3,Rainfed,169.0,2.99,0.81,0.98,10.62,73694,631851,782630,150779,5077,2.092,62.8,False,False,False,0.7903225806451613,1.0806918750870709,58288.83763837638,72198.33948339484,13909.50184501845,1.2386306265242912,False,468.3579335793358,238.2,High,Warm,-0.05130760655481244,0.6542471655545391
SF13836,Madhya Pradesh,Warangal,Pulses,Rabi,13.26,511.2,27.7,65.1,9.4,7.08,28.2,117.7,63.1,130.2,Flood,101.3,3.79,0.85,0.84,11.14,71700,797468,798738,1270,6223,1.79,48.8,False,False,False,0.8936170212765958,1.008488462863854,60140.87481146305,60236.65158371041,95.77677224736048,1.0015925403903354,False,469.30618401206635,311.0,Mid-low,Warm,-0.0038234753700714733,1.3126570103935506
SF13837,Gujarat,Nashik,Pulses,Kharif,9.57,936.3,34.3,81.7,5.6,6.61,28.2,93.2,82.8,73.3,Drip,233.9,5.95,0.69,1.05,10.05,65404,751618,657310,-94308,3067,3.277,69.0,False,False,False,1.1170212765957448,0.9199327674358091,78538.97596656217,68684.43051201671,-9854.545454545454,0.8745266877589414,True,320.4806687565308,249.3,High,Hot,-0.28524065988790864,0.8963896297775129
SF13838,Andhra Pradesh,Nashik,Cotton,Zaid,9.24,80.0,31.3,44.7,7.9,6.6,26.5,90.0,53.6,94.8,Flood,208.3,9.08,0.97,1.08,9.98,75218,668363,750676,82313,9186,1.086,13.8,False,False,False,0.870967741935484,1.1030407015537127,72333.658008658,81241.99134199134,8908.333333333334,1.1231561292291763,False,994.1558441558441,238.39999999999998,Low,Hot,-0.17002610403958238,1.3887319857863898
SF13839,Telangana,Ludhiana,Maize,Rabi,2.12,451.6,23.9,53.0,8.8,7.11,25.7,73.7,73.0,97.3,Rainfed,213.9,4.99,0.77,2.69,5.7,22298,133829,127099,-6730,698,8.166,24.7,False,False,False,0.943859649122807,1.0628723962057296,63126.886792452824,59952.35849056603,-3174.528301886792,0.9497119458413349,True,329.2452830188679,244.0,Mid-low,Cool,0.2515908973358518,0.620393884033142
SF13840,Telangana,Ludhiana,Rice,Zaid,7.8,196.0,30.5,45.6,7.1,7.37,14.2,114.3,58.9,48.0,Sprinkler,175.1,7.06,0.68,1.32,10.3,21986,563970,226456,-337514,11332,0.909,24.9,False,False,False,0.5365853658536586,0.9973462768491007,72303.84615384616,29032.82051282051,-43271.02564102564,0.40153908895863255,True,1452.820512820513,221.2,Low,Hot,-0.9891662996846483,1.0349500954486195
SF13841,Gujarat,Raichur,Maize,Rabi,5.19,328.0,23.1,61.7,8.2,7.5,29.0,87.1,44.7,75.2,Rainfed,136.2,3.13,0.71,1.05,5.45,21173,309424,115393,-194031,2059,2.647,51.8,False,False,False,0.3684210526315789,1.0092473425806758,59619.26782273602,22233.718689788053,-37385.54913294798,0.3729284089146285,True,396.7244701348747,207.0,Low,Cool,-0.9334224679306368,0.7475443008969715
SF13842,Maharashtra,Warangal,Wheat,Kharif,12.23,927.6,25.7,70.0,7.5,5.66,18.3,81.5,26.4,146.2,Flood,116.9,5.83,0.73,0.77,9.42,27860,754952,262441,-492511,9605,0.981,58.7,False,False,False,0.34762979683972917,1.1679627727587147,61729.51757972199,21458.789860997545,-40270.72771872445,0.34762607424048153,True,785.363859362224,254.1,High,Mild,-1.010217366111201,1.5414175250737259
SF13843,Tamil Nadu,Raichur,Rice,Rabi,11.13,516.3,25.4,63.2,5.8,5.93,23.3,164.7,57.8,76.1,Drip,235.8,4.24,0.87,2.25,25.04,22248,699420,557090,-142330,11995,2.088,46.3,False,False,False,0.9146341463414634,1.0092313275420173,62840.97035040431,50053.00988319856,-12787.960467205749,0.7965028166194847,True,1077.717879604672,298.6,Mid-low,Mild,0.012174106295146116,0.767737110345535
SF13844,Tamil Nadu,Nalgonda,Sugarcane,Kharif,6.35,990.6,26.1,60.7,6.7,7.59,31.200000000000003,103.9,59.3,99.3,Rainfed,212.6,4.97,0.66,23.46,148.97,3951,431847,588580,156733,6249,23.839,54.6,False,True,False,0.4884447220487196,1.1327408256880733,68007.40157480315,92689.76377952757,24682.36220472441,1.3629364103490356,False,984.0944881889765,262.5,High,Mild,-0.9446400403095655,0.5852447023565501
SF13845,Andhra Pradesh,Guntur,Groundnut,Kharif,4.57,788.2,29.8,95.0,5.1,7.03,42.8,143.5,61.3,153.0,Sprinkler,370.8,8.1,0.83,2.28,10.42,62794,341671,654313,312642,2279,4.572,59.3,False,False,False,1.6285714285714286,1.1148414128591846,74763.89496717724,143175.7111597374,68411.81619256017,1.9150381507356493,False,498.68708971553605,357.8,Mid-high,Hot,1.6502966785739788,1.0679575828985017
SF13846,Gujarat,Guntur,Pulses,Kharif,7.87,343.5,34.1,83.2,6.5,6.19,32.9,108.5,65.3,147.7,Drip,58.4,3.24,0.93,0.91,7.16,67039,458553,479999,21446,2509,2.854,65.9,False,False,False,0.9680851063829788,0.9429296800827045,58265.94663278272,60990.97839898348,2725.0317662007624,1.0467688576892966,False,318.80559085133416,321.5,Low,Hot,0.07053768810918597,0.8917044097013266
SF13847,Telangana,Krishna,Maize,Rabi,3.95,670.5,18.5,54.2,7.0,6.92,26.9,78.5,65.8,56.6,Rainfed,145.0,3.21,0.67,3.29,13.0,21245,238402,276185,37783,1063,12.23,51.3,False,False,False,1.1543859649122807,1.0126793460126793,60354.936708860754,69920.25316455695,9565.316455696202,1.1584844086878465,False,269.1139240506329,200.9,Mid-high,Cool,0.6928781183079062,0.5070889127350213
SF13848,Karnataka,Indore,Wheat,Rabi,6.8,615.5,26.1,56.2,6.7,6.41,30.1,82.7,57.3,129.3,Flood,191.3,3.66,0.67,2.69,18.29,22798,483199,416975,-66224,4992,3.664,47.5,False,False,False,1.214446952595937,0.9557507284046366,71058.67647058824,61319.852941176476,-9738.823529411766,0.8629467362308283,True,734.1176470588235,269.3,Mid-high,Mild,0.20931702877005215,1.4408376361515927
SF13849,Punjab,Ludhiana,Rice,Rabi,4.22,534.1,24.2,58.3,8.3,6.81,15.7,118.2,66.0,79.0,Rainfed,152.0,1.28,0.66,4.13,17.43,23683,251218,412795,161577,3524,4.946,52.3,False,False,False,1.6788617886178863,1.074326929619633,59530.33175355451,97818.72037914692,38288.38862559242,1.6431744540598205,False,835.0710900473935,263.2,Mid-low,Mild,1.6899847806781636,0.5948820908875109
